Tile	Base	Mean	sample
1101	1	0.6554025005250033	ERR187665
1101	2	0.6462829470423443	ERR187665
1101	3	0.5821143976373406	ERR187665
1101	4	0.9083055806211036	ERR187665
1101	5	0.5532688105073902	ERR187665
1101	6	0.5140544753906227	ERR187665
1101	7	0.5043959480806421	ERR187665
1101	8	0.5099629857076664	ERR187665
1101	9	0.5865226819668266	ERR187665
1101	10	0.6316526223059356	ERR187665
1101	11	0.5875958546948254	ERR187665
1101	12	0.5825219723123283	ERR187665
1101	13	0.5862528513172691	ERR187665
1101	14	0.7674221600394162	ERR187665
1101	15	0.69647261130239	ERR187665
1101	16	0.7316930675096174	ERR187665
1101	17	0.7317658927804729	ERR187665
1101	18	0.692716709510691	ERR187665
1101	19	0.604846633971988	ERR187665
1101	20	0.6125010269821303	ERR187665
1101	21	0.6435440288102967	ERR187665
1101	22	0.6066444674170057	ERR187665
1101	23	0.7699338039373345	ERR187665
1101	24	0.7334682023033849	ERR187665
1101	25	0.6293910518146149	ERR187665
1101	26	0.7434650613887968	ERR187665
1101	27	0.70464708281159	ERR187665
1101	28	0.7316718474032626	ERR187665
1101	29	0.9147232770759217	ERR187665
1101	30	1.0185040869299868	ERR187665
1101	31	0.7041380527307481	ERR187665
1101	32	0.6490715567314709	ERR187665
1101	33	0.7504243326156157	ERR187665
1101	34	0.7144964942515344	ERR187665
1101	35	0.824279005003163	ERR187665
1101	36	0.8792263944281089	ERR187665
1101	37	0.5754876883551674	ERR187665
1101	38	0.8551423989980975	ERR187665
1101	39	0.7004748007639421	ERR187665
1101	40	0.08759077701269291	ERR187665
1101	41	-0.08780609431478581	ERR187665
1101	42	-0.09535362289761906	ERR187665
1102	1	0.5174720809888278	ERR187665
1102	2	0.47727444321843393	ERR187665
1102	3	0.38542196705178355	ERR187665
1102	4	0.7955304328772996	ERR187665
1102	5	0.4436401929060594	ERR187665
1102	6	0.38882957907337357	ERR187665
1102	7	0.3987409805226676	ERR187665
1102	8	0.3823163446019464	ERR187665
1102	9	0.5102603524129918	ERR187665
1102	10	0.467406513999876	ERR187665
1102	11	0.4771764095409665	ERR187665
1102	12	0.4199391151734204	ERR187665
1102	13	0.4462300914885944	ERR187665
1102	14	0.5801435613664836	ERR187665
1102	15	0.5383367601216946	ERR187665
1102	16	0.5093425391716195	ERR187665
1102	17	0.5339187153824767	ERR187665
1102	18	0.5412400247764069	ERR187665
1102	19	0.476116844423899	ERR187665
1102	20	0.45133594607080596	ERR187665
1102	21	0.4493022759130554	ERR187665
1102	22	0.35664252461639734	ERR187665
1102	23	0.4952994547164664	ERR187665
1102	24	0.48198490053003695	ERR187665
1102	25	0.4968900238462979	ERR187665
1102	26	0.46928044107386313	ERR187665
1102	27	0.5319993509499668	ERR187665
1102	28	0.6327507648823243	ERR187665
1102	29	0.8767717549160636	ERR187665
1102	30	0.650646295503627	ERR187665
1102	31	0.6060022081435932	ERR187665
1102	32	0.5300039685137392	ERR187665
1102	33	0.47367105980354296	ERR187665
1102	34	0.6200403959596557	ERR187665
1102	35	0.5768097456379877	ERR187665
1102	36	0.4652238093354768	ERR187665
1102	37	0.7924027146482899	ERR187665
1102	38	0.5311139370385973	ERR187665
1102	39	0.09644069263945454	ERR187665
1102	40	-0.03458313603078267	ERR187665
1102	41	0.14900460036174934	ERR187665
1102	42	1.2494739633092777	ERR187665
1103	1	0.440855696893653	ERR187665
1103	2	0.41922124994892584	ERR187665
1103	3	0.3581174428080587	ERR187665
1103	4	0.7743792688538207	ERR187665
1103	5	0.4096311038980076	ERR187665
1103	6	0.3438226628094654	ERR187665
1103	7	0.4117449870330958	ERR187665
1103	8	0.3425153763099331	ERR187665
1103	9	0.4453203014556806	ERR187665
1103	10	0.3842927350302645	ERR187665
1103	11	0.332659170850782	ERR187665
1103	12	0.3568453481067735	ERR187665
1103	13	0.34998498959824076	ERR187665
1103	14	0.46238891942704186	ERR187665
1103	15	0.3969680817311456	ERR187665
1103	16	0.4247412140741176	ERR187665
1103	17	0.47336231599124545	ERR187665
1103	18	0.49708149713114125	ERR187665
1103	19	0.34220255543118583	ERR187665
1103	20	0.3653638087001596	ERR187665
1103	21	0.43291303215065824	ERR187665
1103	22	0.39484690148787394	ERR187665
1103	23	0.5547533759935277	ERR187665
1103	24	0.44444492112959466	ERR187665
1103	25	0.42482509792668566	ERR187665
1103	26	0.4179413545335606	ERR187665
1103	27	0.344438964476538	ERR187665
1103	28	0.31868724781461566	ERR187665
1103	29	0.5300002233366072	ERR187665
